sample_id,timestamp,data_type,protein_content,fat_content,carbohydrate_content,moisture,ash,ph_level,viscosity,quality_score,lab_technician,product_line
NPTC_0927,2025-09-29 13:22:42.089024,pilot_plant,14.15,3.34,48.38,7.47,2.22,6.38,1349.8,92.7,Bob_Jones,Protein_Powder
NPTC_0928,2025-09-30 11:22:42.089051,pilot_plant,11.82,3.25,49.94,8.33,1.96,6.64,1277.1,89.2,Alice_Smith,Protein_Powder
NPTC_0929,2025-09-27 21:22:42.089080,analytical,14.36,1.15,52.47,6.34,2.66,5.04,1164.4,83.1,Alice_Smith,Baby_Formula
NPTC_0930,2025-09-29 14:22:42.089108,pilot_plant,15.18,3.63,50.05,11.18,2.09,6.81,1265.6,85.6,Bob_Jones,Protein_Powder
NPTC_0931,2025-09-30 15:22:42.089135,analytical,12.44,3.31,51.35,6.3,2.24,7.87,1445.0,78.2,Carol_Davis,Protein_Powder
NPTC_0932,2025-09-24 10:22:42.089163,analytical,13.24,2.73,47.46,7.13,1.89,5.15,1494.4,81.8,Alice_Smith,Baby_Formula
NPTC_0933,2025-09-25 19:22:42.089191,analytical,11.75,3.06,47.36,8.87,3.24,6.25,1404.9,85.8,David_Wilson,Baby_Formula
NPTC_0934,2025-09-24 22:22:42.089217,pilot_plant,13.92,2.17,48.04,8.51,2.58,6.56,1209.0,93.5,Alice_Smith,Protein_Powder
NPTC_0935,2025-09-26 15:22:42.089245,analytical,12.44,2.88,49.69,6.82,2.01,6.9,1176.4,86.4,Alice_Smith,Cereal_Bar
NPTC_0936,2025-09-30 05:22:42.089273,analytical,10.28,2.53,42.81,9.15,1.98,5.92,1162.2,78.4,Alice_Smith,Protein_Powder
NPTC_0937,2025-09-23 22:22:42.089300,analytical,12.72,3.0,47.26,8.44,2.55,6.89,1423.8,88.2,Alice_Smith,Beverage_Mix
NPTC_0938,2025-09-26 01:22:42.089327,analytical,12.55,3.3,46.66,5.41,3.07,6.01,1668.0,80.2,Carol_Davis,Baby_Formula
NPTC_0940,2025-09-29 13:22:42.089389,analytical,49.32,2.7,53.76,9.18,2.65,6.21,1572.8,92.5,David_Wilson,Protein_Powder
NPTC_0941,2025-09-28 05:22:42.089419,pilot_plant,13.14,3.76,43.59,8.38,2.43,7.53,1190.2,82.9,Bob_Jones,Beverage_Mix
NPTC_0942,2025-09-26 20:22:42.089446,analytical,12.95,3.63,39.55,9.82,1.47,6.25,1231.1,81.9,Carol_Davis,Protein_Powder
NPTC_0944,2025-09-25 22:22:42.089502,analytical,11.63,3.07,51.78,7.52,2.53,6.97,1241.0,86.4,David_Wilson,Protein_Powder
NPTC_0945,2025-09-27 18:22:42.089528,analytical,14.39,3.24,46.18,10.23,1.6,5.5,970.8,81.5,Alice_Smith,Protein_Powder
NPTC_0946,2025-09-24 12:22:42.089557,pilot_plant,13.23,2.45,54.13,10.5,2.85,5.59,1152.6,81.1,David_Wilson,Protein_Powder
NPTC_0947,2025-09-28 14:22:42.089584,analytical,11.66,3.23,48.05,9.87,2.14,6.92,1423.8,81.8,Alice_Smith,Protein_Powder
NPTC_0948,2025-09-29 07:22:42.089612,analytical,9.62,2.75,43.81,8.52,2.93,6.43,1159.5,82.7,David_Wilson,Baby_Formula
NPTC_0949,2025-09-27 17:22:42.089640,analytical,12.16,2.43,40.13,9.31,2.3,7.72,1369.2,76.5,Carol_Davis,Protein_Powder
NPTC_0950,2025-09-26 16:22:42.089917,analytical,13.12,3.74,49.53,7.35,1.37,7.09,1264.5,87.4,Carol_Davis,Baby_Formula
NPTC_0951,2025-09-26 09:22:42.089946,sensory,9.77,3.49,48.48,9.55,1.86,6.21,1342.9,79.7,Bob_Jones,Protein_Powder
NPTC_0952,2025-09-30 12:22:42.089973,analytical,14.95,3.12,39.28,7.86,2.43,6.44,937.1,92.5,Bob_Jones,Cereal_Bar
NPTC_0953,2025-09-28 21:22:42.090001,analytical,11.17,2.34,53.32,8.22,2.54,7.73,1367.3,81.7,Alice_Smith,Beverage_Mix
NPTC_0954,2025-09-27 14:22:42.090031,analytical,33.22,3.53,48.7,5.63,2.8,7.5,1187.6,83.0,Bob_Jones,Cereal_Bar
NPTC_0955,2025-09-27 04:22:42.090059,pilot_plant,15.26,3.25,51.68,8.32,3.63,7.15,1504.0,92.3,David_Wilson,Baby_Formula
NPTC_0956,2025-09-25 11:22:42.090087,sensory,12.01,4.78,38.77,6.07,2.8,7.89,1205.0,70.9,Carol_Davis,Beverage_Mix
NPTC_0957,2025-09-28 17:22:42.090114,analytical,9.87,3.21,49.47,9.22,2.77,5.67,1476.4,77.9,Bob_Jones,Baby_Formula
NPTC_0958,2025-09-26 03:22:42.090142,analytical,12.63,1.63,48.69,7.95,1.76,6.57,1108.5,92.9,Alice_Smith,Beverage_Mix
NPTC_0959,2025-09-29 05:22:42.090169,analytical,9.1,3.5,47.12,8.18,2.29,6.57,1350.4,83.5,Bob_Jones,Beverage_Mix
NPTC_0960,2025-09-29 22:22:42.090196,analytical,12.44,3.42,42.54,7.08,2.41,7.32,1489.2,81.1,David_Wilson,Baby_Formula
NPTC_0961,2025-09-28 02:22:42.090225,analytical,9.18,3.89,52.55,11.05,3.13,6.41,1287.4,75.7,Carol_Davis,Protein_Powder
NPTC_0962,2025-09-26 03:22:42.090252,analytical,11.96,3.92,55.35,8.5,2.24,7.15,1485.5,85.1,Carol_Davis,Cereal_Bar
NPTC_0963,2025-09-28 00:22:42.090280,sensory,11.7,2.09,50.74,7.17,2.01,7.59,873.4,82.1,Carol_Davis,Baby_Formula
NPTC_0964,2025-09-24 08:22:42.090308,analytical,9.45,0.95,45.01,6.75,1.85,6.58,884.9,81.9,Alice_Smith,Beverage_Mix
NPTC_0965,2025-09-27 17:22:42.090335,analytical,13.58,2.55,53.59,9.29,1.73,5.94,1040.6,87.6,Carol_Davis,Protein_Powder
NPTC_0966,2025-09-25 11:22:42.090363,pilot_plant,13.86,3.56,45.47,8.41,1.87,7.28,1127.4,86.8,Bob_Jones,Baby_Formula
NPTC_0967,2025-09-24 02:22:42.090390,pilot_plant,13.59,2.45,44.17,9.52,1.91,7.3,1239.8,83.1,Bob_Jones,Beverage_Mix
NPTC_0968,2025-09-23 21:22:42.090418,pilot_plant,12.82,2.53,47.45,8.41,1.65,6.8,1372.8,89.5,Alice_Smith,Beverage_Mix
NPTC_0969,2025-09-28 04:22:42.090446,pilot_plant,15.55,3.04,51.7,6.37,2.47,6.37,1306.4,91.9,Alice_Smith,Baby_Formula
NPTC_0970,2025-09-29 04:22:42.090473,pilot_plant,11.91,1.89,39.27,8.68,2.27,6.98,1613.1,82.8,Alice_Smith,Beverage_Mix
NPTC_0971,2025-09-28 18:22:42.090502,pilot_plant,13.21,1.88,44.16,8.06,2.44,6.86,1337.5,90.1,David_Wilson,Baby_Formula
NPTC_0972,2025-09-29 08:22:42.090528,pilot_plant,16.38,2.83,51.16,6.77,2.56,5.56,1290.8,87.9,Carol_Davis,Protein_Powder
NPTC_0973,2025-09-25 13:22:42.090556,sensory,9.78,3.34,47.37,6.56,2.03,7.09,1285.3,77.8,Bob_Jones,Baby_Formula
NPTC_0974,2025-09-28 08:22:42.090585,analytical,10.46,4.34,47.66,8.3,2.38,5.88,1207.0,81.7,Bob_Jones,Baby_Formula
NPTC_0975,2025-09-25 05:22:42.090613,analytical,14.24,5.43,47.75,9.2,2.26,6.77,1039.7,88.1,David_Wilson,Protein_Powder
NPTC_0976,2025-09-29 07:22:42.090642,pilot_plant,9.6,2.23,45.99,6.82,2.58,6.61,1307.9,81.7,Bob_Jones,Beverage_Mix
NPTC_0977,2025-09-24 04:22:42.090675,pilot_plant,11.35,3.93,43.69,7.45,1.16,5.97,1082.3,82.0,Bob_Jones,Cereal_Bar
NPTC_0978,2025-09-29 14:22:42.090703,pilot_plant,11.42,2.58,42.3,8.29,1.85,8.05,1410.4,76.6,Alice_Smith,Cereal_Bar
NPTC_0980,2025-09-28 17:22:42.090760,analytical,9.55,3.75,42.59,7.42,2.7,6.11,1173.0,79.0,Alice_Smith,Baby_Formula
NPTC_0981,2025-09-23 21:22:42.090789,analytical,12.6,4.26,40.94,9.44,2.93,5.81,1317.6,79.4,Carol_Davis,Protein_Powder
NPTC_0982,2025-09-30 15:22:42.090817,pilot_plant,12.82,3.25,39.66,7.72,3.1,7.06,1245.8,84.5,Alice_Smith,Cereal_Bar
NPTC_0983,2025-09-24 05:22:42.090844,analytical,14.4,3.13,47.84,7.83,1.84,6.2,1315.2,93.1,Alice_Smith,Baby_Formula
NPTC_0984,2025-09-29 11:22:42.090872,analytical,12.26,4.2,50.38,7.66,2.29,6.69,1094.3,89.1,Bob_Jones,Baby_Formula
NPTC_0985,2025-09-29 17:22:42.090900,analytical,11.24,3.98,43.85,8.07,2.12,8.06,1047.1,76.4,Carol_Davis,Baby_Formula
NPTC_0986,2025-09-24 07:22:42.090928,pilot_plant,12.63,3.89,47.35,9.78,2.62,7.44,1022.9,79.6,Bob_Jones,Protein_Powder
NPTC_0987,2025-09-27 16:22:42.090956,analytical,13.59,2.97,47.65,7.07,2.23,9.23,1257.8,73.0,Carol_Davis,Beverage_Mix
NPTC_0988,2025-09-25 19:22:42.090983,analytical,8.56,2.53,44.63,8.93,2.67,6.24,1080.8,78.5,Alice_Smith,Cereal_Bar
NPTC_0989,2025-09-25 19:22:42.091010,analytical,12.38,1.93,41.89,7.85,2.36,8.68,1208.6,75.1,David_Wilson,Cereal_Bar
NPTC_0991,2025-09-30 10:22:42.091066,sensory,14.28,4.02,45.87,8.49,2.54,7.78,1326.2,83.9,Carol_Davis,Beverage_Mix
NPTC_0992,2025-09-26 08:22:42.091094,analytical,13.79,2.34,41.88,8.93,2.28,8.07,1350.2,79.3,David_Wilson,Beverage_Mix
NPTC_0993,2025-09-27 14:22:42.091121,analytical,13.18,2.94,50.77,6.9,2.59,6.84,1101.9,88.6,David_Wilson,Protein_Powder
NPTC_0994,2025-09-26 20:22:42.091148,pilot_plant,11.51,3.72,40.87,7.87,2.78,6.35,1080.7,85.2,David_Wilson,Cereal_Bar
NPTC_0995,2025-09-29 00:22:42.091178,pilot_plant,12.52,3.85,42.96,6.35,2.72,7.1,1514.7,80.4,Bob_Jones,Beverage_Mix
NPTC_0996,2025-09-24 14:22:42.091206,analytical,7.64,3.34,41.55,7.92,2.2,6.14,1452.9,76.8,Bob_Jones,Baby_Formula
NPTC_0997,2025-09-28 23:22:42.091234,analytical,12.16,2.36,44.25,8.68,2.92,6.5,1527.7,88.2,David_Wilson,Protein_Powder
NPTC_0998,2025-09-26 00:22:42.091261,pilot_plant,13.8,4.29,46.12,9.02,3.14,7.0,1199.0,86.5,David_Wilson,Cereal_Bar
NPTC_0999,2025-09-24 04:22:42.091289,analytical,13.69,2.71,44.98,10.12,2.47,6.37,914.1,86.1,Bob_Jones,Baby_Formula
NPTC_1000,2025-09-27 01:22:42.091316,pilot_plant,10.79,2.52,46.06,8.54,2.95,6.81,1147.9,84.4,David_Wilson,Protein_Powder
